Index,Time,Username,Bag,Location
0,03/28/2022 10:34:02,ProfessorValk,Bag,1374 - Chunk 20-33 Carpentry (Alta.Chunks.Overworld
0,03/28/2022 10:34:02,ProfessorValk,Bag,1374 - Chunk 20-33 Carpentry (Alta.Chunks.Overworld
0,03/28/2022 10:34:02,kaythekiller,HoarderBag,641 - Chunk 9-34 (Alta.Chunks.Overworld
0,03/28/2022 10:34:02,azxminty,Bag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:34:35,ProfessorValk,Bag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:34:35,ProfessorValk,Bag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:34:35,kaythekiller,HoarderBag,641 - Chunk 9-34 (Alta.Chunks.Overworld
0,03/28/2022 10:34:35,azxminty,Bag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:35:09,ProfessorValk,Bag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:35:09,ProfessorValk,Bag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:35:09,kaythekiller,HoarderBag,641 - Chunk 9-34 (Alta.Chunks.Overworld
0,03/28/2022 10:35:09,azxminty,Bag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:35:42,ProfessorValk,Bag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:35:42,ProfessorValk,Bag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:35:42,kaythekiller,HoarderBag,1374 - Chunk 20-33 Carpentry (Alta.Chunks.Overworld
0,03/28/2022 10:35:42,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:35:42,azxminty,Bag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:36:21,ProfessorValk,Bag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:36:21,ProfessorValk,Bag,1374 - Chunk 20-33 Carpentry (Alta.Chunks.Overworld
0,03/28/2022 10:36:21,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:36:21,azxminty,Bag,1375 - Chunk 20-34 (Alta.Chunks.Overworld
0,03/28/2022 10:37:08,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:37:08,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:37:08,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:37:08,azxminty,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:37:41,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:37:41,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:37:41,kaythekiller,HoarderBag,1307 - Chunk 19-32 Marketplace (Alta.Chunks.Overworld
0,03/28/2022 10:37:41,malemut2310,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:37:41,azxminty,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:38:21,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:38:21,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:38:21,kaythekiller,HoarderBag,4307 - Crafting Building Chunk 
0,03/28/2022 10:38:21,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:38:21,azxminty,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:39:00,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:39:00,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:39:00,kaythekiller,HoarderBag,4307 - Crafting Building Chunk 
0,03/28/2022 10:39:00,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:39:00,azxminty,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:39:40,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:39:40,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:39:40,kaythekiller,None,4307 - Crafting Building Chunk 
0,03/28/2022 10:39:40,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:39:40,azxminty,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:40:19,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:40:19,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:40:19,kaythekiller,HoarderBag,1239 - Chunk 18-32 Patio House (Alta.Chunks.Overworld
0,03/28/2022 10:40:19,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:40:19,azxminty,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:40:59,ProfessorValk,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:40:59,ProfessorValk,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:40:59,kaythekiller,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 10:40:59,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:40:59,azxminty,Bag,1376 - Chunk 20-35 (Alta.Chunks.Overworld
0,03/28/2022 10:41:38,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:41:38,ProfessorValk,Bag,1375 - Chunk 20-34 (Alta.Chunks.Overworld
0,03/28/2022 10:41:38,kaythekiller,HoarderBag,1307 - Chunk 19-32 Marketplace (Alta.Chunks.Overworld
0,03/28/2022 10:41:38,malemut2310,HoarderBag,1375 - Chunk 20-34 (Alta.Chunks.Overworld
0,03/28/2022 10:41:38,azxminty,Bag,1308 - Chunk 19-33 Crafting and Teleporters (Alta.Chunks.Overworld
0,03/28/2022 10:42:18,ProfessorValk,Bag,1174 - Chunk 17-33 Town Hall (Alta.Chunks.Overworld
0,03/28/2022 10:42:18,ProfessorValk,Bag,4308 - Townhall Building Chunk 
0,03/28/2022 10:42:18,malemut2310,HoarderBag,1308 - Chunk 19-33 Crafting and Teleporters (Alta.Chunks.Overworld
0,03/28/2022 10:42:18,azxminty,Bag,1308 - Chunk 19-33 Crafting and Teleporters (Alta.Chunks.Overworld
0,03/28/2022 10:43:04,ProfessorValk,Bag,1240 - Chunk 18-33 (Alta.Chunks.Overworld
0,03/28/2022 10:43:04,ProfessorValk,Bag,1308 - Chunk 19-33 Crafting and Teleporters (Alta.Chunks.Overworld
0,03/28/2022 10:43:04,malemut2310,HoarderBag,1376 - Chunk 20-35 (Alta.Chunks.Overworld
0,03/28/2022 10:43:04,matthewdo,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:43:04,azxminty,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:43:57,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:43:57,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:43:57,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:43:57,matthewdo,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:43:57,azxminty,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:44:50,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:44:50,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:44:50,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:44:50,matthewdo,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:44:50,azxminty,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:45:43,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:45:43,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:45:43,kaythekiller,HoarderBag,4310 - Blacksmith Building Chunk 
0,03/28/2022 10:45:43,malemut2310,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:45:43,matthewdo,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:45:43,azxminty,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:46:29,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:46:29,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:46:29,kaythekiller,HoarderBag,1372 - Chunk 20-31 (Alta.Chunks.Overworld
0,03/28/2022 10:46:29,malemut2310,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:46:29,matthewdo,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:46:29,azxminty,Bag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:47:14,ProfessorValk,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:47:14,ProfessorValk,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:47:14,kaythekiller,HoarderBag,1239 - Chunk 18-32 Patio House (Alta.Chunks.Overworld
0,03/28/2022 10:47:14,malemut2310,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:47:14,matthewdo,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:47:14,azxminty,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:48:00,AssassinKing862,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 10:48:00,AssassinKing862,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 10:48:00,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:48:00,kaythekiller,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 10:48:00,malemut2310,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:48:00,matthewdo,HoarderBag,1372 - Chunk 20-31 (Alta.Chunks.Overworld
0,03/28/2022 10:48:00,azxminty,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:48:52,AssassinKing862,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 10:48:52,AssassinKing862,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 10:48:52,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:48:52,kaythekiller,HoarderBag,1240 - Chunk 18-33 (Alta.Chunks.Overworld
0,03/28/2022 10:48:52,malemut2310,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:48:52,matthewdo,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:48:52,azxminty,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:49:44,AssassinKing862,HoarderBag,1375 - Chunk 20-34 (Alta.Chunks.Overworld
0,03/28/2022 10:49:44,AssassinKing862,HoarderBag,1375 - Chunk 20-34 (Alta.Chunks.Overworld
0,03/28/2022 10:49:44,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:49:44,kaythekiller,HoarderBag,4311 - Marketplace Building Chunk 
0,03/28/2022 10:49:44,malemut2310,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:49:44,matthewdo,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:49:44,azxminty,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:50:36,AssassinKing862,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:50:36,AssassinKing862,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:50:36,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:50:36,kaythekiller,HoarderBag,1373 - Chunk 20-32 Blacksmith (Alta.Chunks.Overworld
0,03/28/2022 10:50:36,malemut2310,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:50:36,matthewdo,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:50:36,azxminty,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:51:28,AssassinKing862,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:51:28,AssassinKing862,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:51:28,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:51:28,kaythekiller,HoarderBag,4310 - Blacksmith Building Chunk 
0,03/28/2022 10:51:28,malemut2310,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:51:28,matthewdo,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:51:28,azxminty,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:52:20,AssassinKing862,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:52:20,AssassinKing862,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:52:20,ProfessorValk,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:52:20,kaythekiller,HoarderBag,1307 - Chunk 19-32 Marketplace (Alta.Chunks.Overworld
0,03/28/2022 10:52:20,malemut2310,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:52:20,matthewdo,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:52:20,azxminty,Bag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:53:13,OdinAndreasDyv,WoodenBag,None
0,03/28/2022 10:53:13,AssassinKing862,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:53:13,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:53:13,kaythekiller,HoarderBag,1239 - Chunk 18-32 Patio House (Alta.Chunks.Overworld
0,03/28/2022 10:53:13,malemut2310,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:53:13,matthewdo,HoarderBag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:53:13,azxminty,Bag,1511 - Chunk 22-36 (Alta.Chunks.Overworld
0,03/28/2022 10:54:18,AssassinKing862,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:54:18,AssassinKing862,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:54:18,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:54:18,kaythekiller,HoarderBag,1174 - Chunk 17-33 Town Hall (Alta.Chunks.Overworld
0,03/28/2022 10:54:18,malemut2310,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:54:18,matthewdo,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:54:18,azxminty,Bag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:55:10,AssassinKing862,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:55:10,AssassinKing862,HoarderBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:55:10,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:55:10,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:55:10,matthewdo,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:55:10,azxminty,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:56:09,AssassinKing862,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:56:09,AssassinKing862,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:56:09,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:56:09,malemut2310,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:56:09,matthewdo,HoarderBag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:56:09,azxminty,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:56:55,AssassinKing862,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:56:55,AssassinKing862,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:56:55,ProfessorValk,Bag,1443 - Chunk 21-36 Donut (Alta.Chunks.Overworld
0,03/28/2022 10:56:55,Jackbonez,WoodenBag,1441 - Chunk 21-34 (Alta.Chunks.Overworld
0,03/28/2022 10:56:55,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:56:55,matthewdo,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:56:55,azxminty,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:57:47,AssassinKing862,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:57:47,AssassinKing862,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:57:47,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:57:47,Jackbonez,WoodenBag,1440 - Chunk 21-33 Respawn (Alta.Chunks.Overworld
0,03/28/2022 10:57:47,malemut2310,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:57:47,matthewdo,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:58:47,AssassinKing862,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:58:47,AssassinKing862,HoarderBag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:58:47,ProfessorValk,Bag,1442 - Chunk 21-35 Spawn (Alta.Chunks.Overworld
0,03/28/2022 10:58:47,Jackbonez,WoodenBag,1374 - Chunk 20-33 Carpentry (Alta.Chunks.Overworld
0,03/28/2022 10:58:47,malemut2310,HoarderBag,1375 - Chunk 20-34 (Alta.Chunks.Overworld
0,03/28/2022 10:58:47,matthewdo,HoarderBag,1375 - Chunk 20-34 (Alta.Chunks.Overworld
0,03/28/2022 10:59:32,JESTINGNEPTUNE8,WoodenBag,1510 - Chunk 22-35 (Alta.Chunks.Overworld
0,03/28/2022 10:59:32,AssassinKing862,HoarderBag,1308 - Chunk 19-33 Crafting and Teleporters (Alta.Chunks.Overworld
0,03/28/2022 10:59:32,ProfessorValk,Bag,1308 - Chunk 19-33 Crafting and Teleporters (Alta.Chunks.Overworld
0,03/28/2022 10:59:32,Jackbonez,WoodenBag,4306 - Carpentry Building Chunk 
0,03/28/2022 10:59:32,malemut2310,HoarderBag,1240 - Chunk 18-33 (Alta.Chunks.Overworld
0,03/28/2022 10:59:32,matthewdo,HoarderBag,1239 - Chunk 18-32 Patio House (Alta.Chunks.Overworld
0,03/28/2022 10:59:32,WittingBike289,WoodenBag,1441 - Chunk 21-34 (Alta.Chunks.Overworld
0,03/28/2022 11:00:38,JESTINGNEPTUNE8,WoodenBag,1441 - Chunk 21-34 (Alta.Chunks.Overworld
0,03/28/2022 11:00:38,JESTINGNEPTUNE8,WoodenBag,1441 - Chunk 21-34 (Alta.Chunks.Overworld
0,03/28/2022 11:00:38,AssassinKing862,HoarderBag,1240 - Chunk 18-33 (Alta.Chunks.Overworld
0,03/28/2022 11:00:38,ProfessorValk,Bag,4308 - Townhall Building Chunk 
0,03/28/2022 11:00:38,Jackbonez,WoodenBag,4306 - Carpentry Building Chunk 
0,03/28/2022 11:00:38,malemut2310,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:00:38,matthewdo,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:00:38,WittingBike289,WoodenBag,1440 - Chunk 21-33 Respawn (Alta.Chunks.Overworld
0,03/28/2022 11:01:37,JESTINGNEPTUNE8,WoodenBag,1374 - Chunk 20-33 Carpentry (Alta.Chunks.Overworld
0,03/28/2022 11:01:37,JESTINGNEPTUNE8,WoodenBag,1373 - Chunk 20-32 Blacksmith (Alta.Chunks.Overworld
0,03/28/2022 11:01:37,AssassinKing862,HoarderBag,1174 - Chunk 17-33 Town Hall (Alta.Chunks.Overworld
0,03/28/2022 11:01:37,ProfessorValk,Bag,4308 - Townhall Building Chunk 
0,03/28/2022 11:01:37,malemut2310,HoarderBag,1174 - Chunk 17-33 Town Hall (Alta.Chunks.Overworld
0,03/28/2022 11:01:37,matthewdo,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:01:37,WittingBike289,WoodenBag,1373 - Chunk 20-32 Blacksmith (Alta.Chunks.Overworld
0,03/28/2022 11:02:29,JESTINGNEPTUNE8,WoodenBag,4310 - Blacksmith Building Chunk 
0,03/28/2022 11:02:29,JESTINGNEPTUNE8,WoodenBag,4310 - Blacksmith Building Chunk 
0,03/28/2022 11:02:29,AssassinKing862,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:02:29,ProfessorValk,Bag,4308 - Townhall Building Chunk 
0,03/28/2022 11:02:29,malemut2310,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:02:29,matthewdo,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:02:29,WittingBike289,WoodenBag,1373 - Chunk 20-32 Blacksmith (Alta.Chunks.Overworld
0,03/28/2022 11:03:21,AssassinKing862,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:03:21,AssassinKing862,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:03:21,ProfessorValk,Bag,4308 - Townhall Building Chunk 
0,03/28/2022 11:03:21,malemut2310,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:03:21,matthewdo,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:04:14,AssassinKing862,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:04:14,AssassinKing862,HoarderBag,4308 - Townhall Building Chunk 
0,03/28/2022 11:04:14,ProfessorValk,Bag,1240 - Chunk 18-33 (Alta.Chunks.Overworld
0,03/28/2022 11:04:14,malemut2310,HoarderBag,1239 - Chunk 18-32 Patio House (Alta.Chunks.Overworld
0,03/28/2022 11:04:14,matthewdo,HoarderBag,1239 - Chunk 18-32 Patio House (Alta.Chunks.Overworld
0,03/28/2022 11:04:54,AssassinKing862,HoarderBag,4311 - Marketplace Building Chunk 
0,03/28/2022 11:04:54,AssassinKing862,HoarderBag,4311 - Marketplace Building Chunk 
0,03/28/2022 11:04:54,ProfessorValk,Bag,4311 - Marketplace Building Chunk 
0,03/28/2022 11:04:54,malemut2310,HoarderBag,1373 - Chunk 20-32 Blacksmith (Alta.Chunks.Overworld
0,03/28/2022 11:04:54,matthewdo,HoarderBag,1373 - Chunk 20-32 Blacksmith (Alta.Chunks.Overworld
